crossing_id,slope_deg,slope_pct,catchment_area_km2,flow_acc_cells,stream_order,mean_precip_mm,flood_Q10,flood_Q50
XNG-00022,7.452679650167401,13.089681469992305,1.185944797851664,3273.111572265625,1,1248.7724609375,16.299307050028876,28.629162438245793
XNG-00023,3.959357817967733,6.93085934647492,1.033919452984772,2853.533935546875,1,1236.1719970703125,14.619537074589308,25.67870526002714
XNG-00024,NA,NA,0.01,NA,NA,1070.485107421875,0.4377587084351113,0.7689078519766444
XNG-00025,1.7035024220890864,2.9749589357305988,0.17357658439362023,479.05731201171875,1,1354.7509765625,4.29536764759628,7.544662956380207
XNG-00026,1.7502925955625468,3.0565908107646678,3.2021582111547007,8837.697265625,2,1301.7291259765625,34.86639303084199,61.24159920736801
XNG-00027,8.623260330879825,15.185429178435227,0.30103661448858327,830.836669921875,1,1307.38623046875,6.229119810495468,10.94123095875132
XNG-00028,1.5664942238133348,2.735496715750811,44.50963687634274,122842.9921875,4,1306.1453857421875,238.8116497825984,419.4643056165607
XNG-00029,3.6232428592304853,6.338839627975641,0.5734294740121583,1582.618896484375,2,1559.789306640625,11.584777991350757,20.348257131876537
XNG-00030,2.137260644696653,3.732950950126079,1.1126364160389743,3070.786376953125,2,1155.443603515625,14.5634941603339,25.580267842362325
XNG-00031,4.825644726163886,8.448629582865854,20.98253387017177,57910.09375,3,1143.490234375,123.18140151127346,216.36382101475752
XNG-00032,5.712031752564187,10.021589367888694,3.2996266091376496,9106.7021484375,3,1161.9652099609375,32.35822700533769,56.83609335697514
XNG-00033,6.960307729655299,12.214639203301791,0.36961673376348525,1020.1122436523438,1,1070.485107421875,6.10510982041638,10.723411750913696
XNG-00034,8.60112465690164,15.178905742308674,0.9168282070703924,2530.37158203125,2,1040.38037109375,11.565776662671357,20.314881963003693
XNG-00035,4.752261058021994,8.31954994061414,0.39995256118495515,1103.836669921875,1,988.464111328125,6.043300933443679,10.614846603951484
XNG-00036,4.939876534295886,8.681808228070816,1.7679412055414176,4879.37451171875,2,913.54144287109375,16.724832696713843,29.37658334535496
XNG-00037,3.646448735580888,6.377514828776205,4.113046727079193,11351.67578125,2,1164.724853515625,38.08207115091177,66.88982529244122
XNG-00038,8.580066331597262,15.105236619017845,0.30691630808407516,847.06414794921875,1,924.2440185546875,4.704727621077765,8.263689424226069
XNG-00039,3.091520908508408,5.404991977000504,0.5489343738449273,1515.014404296875,1,1129.6490478515625,8.52988508053379,14.98244464016883
XNG-00040,5.88290391320532,10.316446190530604,0.6737873522535773,1859.5985107421875,2,986,8.824870083024818,15.500575474028235
XNG-00041,1.7820062355766462,3.1119772196249214,2.0716249659142094,5717.51708984375,2,965.07940673828125,19.673289362631966,34.55544429763998
XNG-00042,4.222612593063088,7.395055043835972,4.711939134946774,13004.5703125,3,1209.19970703125,43.41605391300954,76.2587793510513
XNG-00043,1.8259307593107224,3.188931310527465,0.9535813839832344,2631.807373046875,3,1009.6347045898438,11.602779972069317,20.379876981028403
XNG-00044,2.5879085540771483,4.521569104755626,0.9722267561579233,2683.26708984375,3,1009.6347045898438,11.76796082950812,20.670011376606634
XNG-00045,2.5888523685521094,4.52316349128197,0.9722267561579233,2683.26708984375,3,1009.6347045898438,11.76796082950812,20.670011376606634
XNG-00046,3.3964272472499446,5.938973761078986,3.080770052581159,8502.67578125,3,1256.6607666015625,32.896362927897215,57.78131027285529
XNG-00047,3.5294740934704625,6.169696705285893,11.60839947422784,32038.2421875,3,1081.4102783203125,76.25476550225264,133.93882706507236
XNG-00048,3.431799953353816,6.003019728194708,0.6929798454740083,1912.5682373046875,2,1077.7991943359375,9.715708501696982,17.06530198148735
XNG-00049,2.2203378656575845,3.878549117681592,664.4511594858396,1833831.375,6,1072.835693359375,1453.592011268504,2553.1834992622385
XNG-00050,3.970578900883707,6.9452343094214966,0.7196684720068437,1986.2266845703125,NA,1086.783935546875,10.058186775617004,17.66685308458219
XNG-00051,2.685057711338296,4.692235614622341,500.0395857594449,1380068.75,6,1070.6846923828125,1179.171070921387,2071.1727209181463
XNG-00052,4.01953419323924,7.03422191825717,2.2188750984462198,6123.91552734375,2,1070.7711181640625,22.594898530790246,39.687148559639475
XNG-00053,16.171288534652355,29.171309842619785,1.7271954161144991,4766.91943359375,2,1075.3868408203125,18.887763981905998,33.17569645589791
XNG-00054,17.93739821190058,32.66411904401557,0.8573151484920616,2366.120361328125,2,1067.0155029296875,11.251979761886078,19.76370868811383
XNG-00055,12.978572189807892,23.16779175258818,3.822429119564034,10549.5947265625,2,1178.86279296875,36.47059281018935,64.05931998073379
XNG-00056,2.8542711388233095,4.988878618839175,2.521209146140607,6958.3330078125,3,977.12103271484375,22.94678488909019,40.30522463371123
XNG-00057,6.74401100657203,11.839360827749426,4.655525072584364,12848.8720703125,2,1057.361328125,38.39708871525722,67.44314262015732
XNG-00058,5.655541050572728,9.913501262664795,2.403834741864478,6634.38916015625,2,1050.4837646484375,23.568533786076877,41.39730481313214
XNG-00059,8.966940541600072,15.797003596328025,4.655525072584364,12848.8720703125,2,1050.4837646484375,38.184695446004056,67.07008127542807
XNG-00060,8.941578427483053,15.75156150705674,4.655525072584364,12848.8720703125,2,1050.4837646484375,38.184695446004056,67.07008127542807
XNG-00061,3.8799850358360115,6.786984901318605,27.21627661534051,75114.71875,5,1010.8651733398438,134.12368183535816,235.58355347832176
XNG-00062,1.5469304603688858,2.701120673032368,18.412225187946902,50816.25,4,1024.441162109375,101.98418015543,179.1316435011239
XNG-00063,2.0137139947975395,3.5171150169828387,0.9065226934359636,2501.92919921875,2,1006.0665283203125,11.148344769728384,19.581677451100987
XNG-00064,1.7504946681302647,3.0568071023322814,4.1587285479292975,11477.75390625,2,1162.7852783203125,38.33602448735696,67.33588544079647
XNG-00065,1.7725397494066968,3.0956738567754125,0.9535813839832344,2631.807373046875,2,1009.6347045898438,11.602779972069317,20.379876981028403
XNG-00066,1.4807882992660297,2.58554245689336,0.21828448997559888,602.447509765625,1,1006.668212890625,3.9448578856505048,6.929004825630489
XNG-00067,1.462147178171679,2.552862804469674,0.18594280268788452,513.18707275390625,1,1013.7886352539063,3.530152823425198,6.200589896457773
XNG-00068,2.47820244484088,4.330888320067349,17.819775451058057,49181.13671875,4,1023.0999755859375,99.46728137399877,174.71079887054864
XNG-00069,4.079201955686916,7.134148521856829,1.0177750033978303,2808.9765625,2,542.796875,7.179906630557519,12.611254735354228
XNG-00070,2.498146365548289,4.365261963633603,15.25358968196171,42098.671875,3,1320.509521484375,110.30194463535129,193.74150572948875
XNG-00071,1.09754170820287,1.9165798548439796,0.44232396798577855,1220.7783203125,1,1006.668212890625,6.6059488449550425,11.603117970627164
XNG-00072,1.5808083462364533,2.760273546331069,0.2426202748633825,669.6123046875,1,1280.690185546875,5.22896222246035,9.18448915593641
XNG-00073,16.75341341565637,30.98742008489721,9.027157924697335,24914.224609375,3,961.6436767578125,57.438828240622186,100.88929172975847
XNG-00074,27.02394924607388,51.79842915645865,13.736797824361824,37912.44921875,3,961.6436767578125,78.03864714292625,137.07215273988123
XNG-00075,2.8816556052469156,5.036974988866817,0.2669459532710568,736.74920654296875,1,1170.8916015625,5.1954059302458235,9.125548702965851
XNG-00076,NA,NA,0.01,NA,NA,1070.485107421875,0.4377587084351113,0.7689078519766444
XNG-00077,7.042735552519895,12.36555272005917,1.2585547046801695,3473.509033203125,1,1248.7724609375,17.021926307172183,29.898417875318106
XNG-00078,1.5975585635970622,2.7896207474610386,50.254028189127034,138697.046875,4,991.283203125,206.4020878005187,362.53804416940847
XNG-00079,2.815072898533237,4.919825255201104,4.416761271303872,12189.9033203125,3,985.00555419921875,34.78884437788327,61.105387712265326
XNG-00080,2.2177752388277274,3.8752600691099275,1.228435182470842,3390.381591796875,2,984.07830810546875,13.658204430059243,23.99015811179786
XNG-00081,2.6846437825876124,4.6917505446602314,5.597091289181989,15447.5185546875,2,985.83740234375,41.38455612354361,72.69052457622918
XNG-00082,1.6812488112005999,2.93583787181838,8.317858347445254,22956.615234375,3,989.2825927734375,55.42707760407432,97.35572213798424
XNG-00083,2.9947012361358194,5.234389019713682,3.3286943497408537,9186.9267578125,2,997.90081787109375,28.613796989848165,50.25913307129829
XNG-00084,2.729743425285115,4.770077301123563,0.899427104035462,2482.345947265625,2,992.617919921875,10.958502533474414,19.248226206660192
XNG-00085,5.074227892539718,8.885956252163107,4.655525072584364,12848.8720703125,2,1050.4837646484375,38.184695446004056,67.07008127542807
XNG-00086,6.072771978932757,10.666980504989624,3.9177592782716917,10812.6982421875,2,1050.4837646484375,33.66586348036887,59.13291106455839
XNG-00087,6.146465647220611,10.781927246205948,12.425453855878883,34293.24609375,3,1085.5726318359375,80.39874368287344,141.21757972059268
XNG-00088,6.6299562843406905,11.661921219965992,11.625128197785214,32084.412109375,3,1070.485107421875,75.67895951621637,132.92744400096117
XNG-00089,6.348508558916242,11.153031025040015,0.9498463650803461,2621.4990234375,2,1070.1885986328125,12.156806034384822,21.353004371313634
XNG-00090,7.058917884216752,12.400208735188773,0.13726646716513222,378.8443298339844,1,1062.4847412109375,2.9436597434799987,5.1704353258910185
XNG-00091,8.976970705492743,15.815072646086243,4.655525072584364,12848.8720703125,2,1050.4837646484375,38.184695446004056,67.07008127542807
XNG-00092,5.854114852232091,10.265686231500963,2.403834741864478,6634.38916015625,2,1050.4837646484375,23.568533786076877,41.39730481313214
XNG-00093,8.925230880116308,15.722225039504295,4.655525072584364,12848.8720703125,2,1050.4837646484375,38.184695446004056,67.07008127542807
XNG-00094,1.8145359278342506,3.16917340678358,370.2525337098218,1021867,6,1262.084228515625,1088.980031843051,1912.7553170173294
XNG-00095,2.0363651352553545,3.556805626150559,259.7075092828515,716771.6875,6,1262.084228515625,840.6012626235535,1476.4867009117168
XNG-00096,1.9545951045529788,3.413798292708951,3.2329144637257503,8922.58203125,2,1201.043212890625,32.78837351572736,57.59163064947425
XNG-00097,3.5276854249902745,6.17147039689801,58.79742885038621,162276.140625,4,1365.7625732421875,303.94273703770654,533.8647811142444
XNG-00098,4.729790372125218,8.285312688752507,0.10725076305399538,296.00341796875,NA,816.30523681640625,1.9649804756649454,3.4514194409076753
XNG-00099,2.4062196783135446,4.203476232759068,24.00678193999023,66256.7734375,4,761.69549560546875,96.21642584066922,169.00078489012014
XNG-00100,2.4391709010788176,4.262420061369275,18.08137025531702,49903.1171875,4,787.0792236328125,80.44254795832467,141.29452039748978
XNG-00101,2.853124423938639,4.987517946607927,1.014696795127866,2800.48095703125,2,832.7080078125,10.307078405902155,18.104022523202023
XNG-00102,3.630119738190673,6.350907952979553,0.10581567605072892,292.0426940917969,1,844.69940185546875,2.0031322622706726,3.5184317189568044
XNG-00103,4.768247673457319,8.348781524734063,1.7935838003255227,4950.14599609375,2,891.4283447265625,16.553184416016457,29.075089147150848
XNG-00104,21.12429317586562,39.16688595940085,3.046559993363392,8408.2587890625,2,694.63525390625,19.713587416893326,34.626226419717476
XNG-00105,3.3059633752878974,5.779650599115035,2.202358854234338,6078.33203125,2,1209.19970703125,24.918556993176598,43.7685733322678
XNG-00106,3.3687110220970125,5.898195969677251,1.7772665896387696,4905.11181640625,2,913.54144287109375,16.789186597483088,29.489618719987906
XNG-00107,2.1924047546331273,3.829728055831998,0.4481199569265359,1236.7747802734375,2,1327.05712890625,8.434615001063209,14.815106079560326
XNG-00108,4.323100596335199,7.576293967829811,11.458161538875947,31623.59765625,4,1764.5958251953125,114.52323995547805,201.15606323483382
XNG-00109,1.4257957164284796,2.489349194737368,65.61856995003538,181101.9375,5,1028.917236328125,258.8476169464597,454.6567807801307
XNG-00110,2.902837696370114,5.072750974237249,601.499764738632,1660090.625,6,1070.6846923828125,1349.4148984064464,2370.2000462037217
XNG-00111,3.723816294309705,6.5139058842215425,4.592768829058574,12675.669921875,3,1053.097412109375,37.88819978705173,66.5492970263599
XNG-00112,1.5318849208916343,2.6751373437948005,70.59706185858174,194842.171875,5,997.27667236328125,265.88804326340846,467.0230432257523
XNG-00113,2.060887486782185,3.5994869366634723,71.5019514155995,197339.59375,5,997.27667236328125,268.3716482622224,471.385408492278
XNG-00114,2.4873130429316967,4.347465584558599,36.42878658910831,100540.5,4,1000.2792358398438,164.45571100205981,288.86070123863544
XNG-00115,3.116047661879967,5.445668283550218,3.7862011257794976,10449.6083984375,3,1072.80029296875,33.428816138726,58.716545704447206
XNG-00116,3.3306330597575973,5.824799319882604,0.28572834897037863,788.58709716796875,1,1252.08544921875,5.779976390465349,10.15232625926664
XNG-00117,3.278338767671853,5.733638239040803,0.638865814527984,1763.2178955078125,2,1281.4056396484375,10.606545023147934,18.630025156543798
XNG-00118,2.9267553739076435,5.11609377278838,4.292008826940248,11845.5966796875,3,1283.89404296875,42.6759608474351,74.95883178096658
XNG-00119,0.3722230053196545,0.6497616437042382,354.8388113840697,979326.375,6,1259.8309326171875,1054.094144573744,1851.4794768622996
XNG-00120,2.477649366439775,4.3292772281308505,0.17219424127451283,475.2421569824219,1,1270.4581298828125,4.043441434755134,7.102163379696148
XNG-00121,2.302574713966426,4.022880020912956,1.0034832463221288,2769.532470703125,2,1343.837646484375,15.356365275035813,26.972918208768785
XNG-00122,8.341839299645535,14.682478810465613,35.56485158557048,98156.109375,3,1143.5989990234375,181.0795018736131,318.0598081540601
XNG-00123,3.9431185535220226,6.914094046278058,1.7772665896387696,4905.11181640625,2,913.54144287109375,16.789186597483088,29.489618719987906
XNG-00124,10.059588762216789,17.798447431519975,35.22781440627207,97225.9140625,3,1143.5989990234375,179.82518732007281,315.856648535572
